split,label,video_name,clip_num,start_sec,end_sec,avg_motion,max_motion,std_motion,motion_first_half,motion_second_half,motion_change,motion_peak_position
test,foul,foul_005.mp4,2,1.0,2.0,5.43,6.8,0.97,4.58,6.27,1.69,0.92
test,foul,foul_005.mp4,3,2.0,3.0,5.86,6.16,0.17,5.93,5.79,-0.14,0.38
test,foul,foul_005.mp4,4,3.0,4.0,10.87,41.67,8.79,4.89,16.85,11.97,0.54
test,foul,foul_012.mp4,1,0.0,1.0,7.37,46.64,9.17,10.89,3.85,-7.04,0.12
test,foul,foul_012.mp4,2,1.0,2.0,3.89,5.61,1.61,2.44,5.34,2.9,0.71
test,foul,foul_012.mp4,3,2.0,3.0,4.98,5.45,0.46,5.3,4.67,-0.62,0.54
test,foul,foul_012.mp4,4,3.0,4.0,14.18,34.19,8.97,10.01,18.34,8.32,0.33
test,foul,foul_014.mp4,1,0.0,1.0,9.74,56.75,10.18,6.59,12.88,6.29,0.67
test,foul,foul_014.mp4,2,1.0,2.0,11.94,14.57,1.65,10.89,12.98,2.09,0.96
test,foul,foul_014.mp4,3,2.0,3.0,26.88,59.34,16.2,12.72,41.03,28.31,0.54
test,foul,foul_014.mp4,4,3.0,4.0,26.37,32.54,2.56,26.79,25.94,-0.86,0.12
test,foul,foul_015.mp4,1,0.0,1.0,22.53,67.86,10.91,22.86,22.2,-0.66,0.83
test,foul,foul_015.mp4,2,1.0,2.0,7.75,8.65,0.64,8.21,7.3,-0.91,0.25
test,foul,foul_015.mp4,3,2.0,3.0,8.5,13.05,2.42,6.4,10.61,4.21,0.96
test,foul,foul_015.mp4,4,3.0,4.0,20.48,66.65,12.1,15.07,25.9,10.83,0.75
test,foul,foul_018.mp4,1,0.0,1.0,15.0,48.72,9.77,20.43,9.58,-10.85,0.25
test,foul,foul_018.mp4,2,1.0,2.0,10.56,11.97,2.21,9.46,11.65,2.2,0.33
test,foul,foul_018.mp4,3,2.0,3.0,9.23,12.45,3.51,12.08,6.38,-5.7,0.21
test,foul,foul_018.mp4,4,3.0,4.0,10.46,36.28,5.4,9.69,11.23,1.54,0.96
test,foul,foul_029.mp4,1,0.0,1.0,3.18,4.23,0.41,3.13,3.23,0.1,0.62
test,foul,foul_029.mp4,2,1.0,2.0,2.73,3.82,0.48,2.99,2.46,-0.53,0.0
test,foul,foul_029.mp4,3,2.0,3.0,1.8,2.91,0.47,2.05,1.54,-0.5,0.0
test,foul,foul_029.mp4,4,3.0,4.0,1.03,1.74,0.31,1.14,0.92,-0.22,0.83
test,foul,foul_033.mp4,1,0.0,1.0,5.79,18.24,3.86,4.21,7.37,3.16,0.88
test,foul,foul_033.mp4,2,1.0,2.0,3.23,5.58,1.11,3.27,3.19,-0.08,0.46
test,foul,foul_033.mp4,3,2.0,3.0,3.03,4.72,0.79,2.77,3.28,0.5,0.38
test,foul,foul_033.mp4,4,3.0,4.0,6.13,25.04,6.85,3.13,9.13,6.01,0.79
test,foul,foul_037.mp4,1,0.0,1.0,4.39,7.29,1.52,3.34,5.44,2.1,0.75
test,foul,foul_037.mp4,2,1.0,2.0,5.66,7.81,0.97,5.24,6.08,0.85,0.54
test,foul,foul_037.mp4,3,2.0,3.0,4.15,5.77,0.76,3.96,4.34,0.38,0.75
test,foul,foul_037.mp4,4,3.0,4.0,6.9,32.28,6.79,3.02,10.78,7.77,0.62
test,foul,foul_056.mp4,1,0.0,1.0,4.5,5.14,0.35,4.26,4.73,0.47,0.46
test,foul,foul_056.mp4,2,1.0,2.0,4.31,4.63,0.28,4.4,4.22,-0.19,0.0
test,foul,foul_056.mp4,3,2.0,3.0,3.35,3.86,0.3,3.22,3.49,0.27,0.88
test,foul,foul_056.mp4,4,3.0,4.0,2.69,3.52,0.5,3.07,2.3,-0.77,0.33
test,foul,foul_071.mp4,1,0.0,1.0,2.84,8.12,1.75,2.22,3.46,1.24,0.96
test,foul,foul_071.mp4,2,1.0,2.0,14.88,38.04,6.95,10.17,19.6,9.43,0.54
test,foul,foul_071.mp4,3,2.0,3.0,12.72,17.1,2.69,11.32,14.11,2.79,0.88
test,foul,foul_071.mp4,4,3.0,4.0,13.93,39.1,6.18,11.63,16.22,4.59,0.83
test,foul,foul_076.mp4,1,0.0,1.0,14.75,74.23,18.46,20.93,8.57,-12.36,0.38
test,foul,foul_076.mp4,2,1.0,2.0,2.29,3.04,0.27,2.34,2.25,-0.08,0.33
test,foul,foul_076.mp4,3,2.0,3.0,2.33,3.27,0.37,2.25,2.41,0.16,0.79
test,foul,foul_076.mp4,4,3.0,4.0,2.23,3.95,0.45,2.24,2.23,-0.01,0.92
test,foul,foul_083.mp4,1,0.0,1.0,6.59,8.22,0.55,6.75,6.43,-0.32,0.0
test,foul,foul_083.mp4,2,1.0,2.0,4.03,5.8,0.97,4.85,3.22,-1.62,0.0
test,foul,foul_083.mp4,3,2.0,3.0,3.04,3.59,0.36,2.73,3.35,0.62,0.88
test,foul,foul_083.mp4,4,3.0,4.0,2.2,3.12,0.42,2.52,1.89,-0.63,0.0
test,foul,foul_085.mp4,1,0.0,1.0,5.13,44.12,8.16,6.79,3.47,-3.32,0.0
test,foul,foul_085.mp4,2,1.0,2.0,7.74,10.78,1.64,6.77,8.72,1.95,0.79
test,foul,foul_085.mp4,3,2.0,3.0,7.96,10.24,0.88,8.31,7.6,-0.7,0.17
test,foul,foul_085.mp4,4,3.0,4.0,6.35,8.83,1.2,7.03,5.68,-1.34,0.38
test,normal_clean,normal_003.mp4,1,0.0,1.0,7.94,63.03,12.15,12.88,2.99,-9.89,0.0
test,normal_clean,normal_003.mp4,2,1.0,2.0,2.85,3.83,0.68,2.25,3.45,1.2,0.96
test,normal_clean,normal_003.mp4,3,2.0,3.0,3.21,3.57,0.17,3.29,3.13,-0.16,0.0
test,normal_clean,normal_003.mp4,4,3.0,4.0,3.03,3.65,0.54,3.44,2.63,-0.8,0.38
test,normal_clean,normal_004.mp4,1,0.0,1.0,4.22,4.72,0.21,4.29,4.15,-0.14,0.12
test,normal_clean,normal_004.mp4,2,1.0,2.0,3.99,9.43,1.94,3.78,4.19,0.41,0.88
test,normal_clean,normal_004.mp4,3,2.0,3.0,5.02,7.71,0.84,5.59,4.44,-1.15,0.0
test,normal_clean,normal_004.mp4,4,3.0,4.0,3.73,5.2,0.98,4.49,2.97,-1.51,0.21
test,normal_clean,normal_015.mp4,1,0.0,1.0,5.02,10.48,1.83,5.76,4.28,-1.48,0.08
test,normal_clean,normal_015.mp4,2,1.0,2.0,12.78,35.35,5.53,9.88,15.67,5.78,0.79
test,normal_clean,normal_015.mp4,3,2.0,3.0,8.74,10.94,2.13,10.24,7.25,-2.99,0.0
test,normal_clean,normal_015.mp4,4,3.0,4.0,13.88,40.92,7.51,10.15,17.61,7.46,0.75
test,normal_clean,normal_021.mp4,1,0.0,1.0,1.74,2.57,0.36,1.71,1.77,0.06,0.96
test,normal_clean,normal_021.mp4,2,1.0,2.0,3.95,4.99,0.87,3.34,4.56,1.23,0.54
test,normal_clean,normal_021.mp4,3,2.0,3.0,6.76,21.97,4.29,9.76,3.76,-6.0,0.08
test,normal_clean,normal_021.mp4,4,3.0,4.0,4.58,6.18,0.68,4.08,5.08,1.01,0.96
test,normal_clean,normal_044.mp4,1,0.0,1.0,5.77,26.53,5.34,9.66,1.88,-7.78,0.46
test,normal_clean,normal_044.mp4,2,1.0,2.0,2.21,2.97,0.38,2.0,2.43,0.43,0.88
test,normal_clean,normal_044.mp4,3,2.0,3.0,12.98,21.72,3.74,12.33,13.63,1.3,0.12
test,normal_clean,normal_044.mp4,4,3.0,4.0,10.39,32.55,5.75,11.7,9.09,-2.61,0.58
test,normal_clean,normal_050.mp4,1,0.0,1.0,7.9,8.32,0.18,7.8,8.0,0.2,0.96
test,normal_clean,normal_050.mp4,2,1.0,2.0,7.66,8.77,0.4,7.9,7.43,-0.46,0.17
test,normal_clean,normal_050.mp4,3,2.0,3.0,7.3,8.02,0.31,7.56,7.04,-0.53,0.17
test,normal_clean,normal_050.mp4,4,3.0,4.0,18.23,64.37,9.65,20.87,15.58,-5.29,0.0
test,normal_clean,normal_052.mp4,1,0.0,1.0,3.83,4.76,0.79,3.45,4.21,0.76,0.71
test,normal_clean,normal_052.mp4,2,1.0,2.0,4.59,4.97,0.16,4.47,4.72,0.25,0.92
test,normal_clean,normal_052.mp4,3,2.0,3.0,4.11,4.52,0.34,4.33,3.9,-0.43,0.38
test,normal_clean,normal_052.mp4,4,3.0,4.0,4.95,5.27,0.26,4.99,4.92,-0.07,0.17
test,normal_clean,normal_053.mp4,1,0.0,1.0,6.95,8.32,0.66,6.44,7.47,1.03,0.92
test,normal_clean,normal_053.mp4,2,1.0,2.0,8.61,10.09,0.93,8.86,8.36,-0.49,0.96
test,normal_clean,normal_053.mp4,3,2.0,3.0,11.55,15.34,2.07,9.94,13.16,3.21,0.96
test,normal_clean,normal_053.mp4,4,3.0,4.0,5.09,25.38,4.4,7.04,3.14,-3.9,0.0
test,normal_clean,normal_054.mp4,1,0.0,1.0,15.21,77.99,13.73,12.96,17.46,4.5,0.83
test,normal_clean,normal_054.mp4,2,1.0,2.0,4.45,21.47,3.59,4.12,4.78,0.67,0.96
test,normal_clean,normal_054.mp4,3,2.0,3.0,5.66,6.73,0.43,5.48,5.85,0.37,0.96
test,normal_clean,normal_054.mp4,4,3.0,4.0,7.11,7.99,0.53,7.35,6.87,-0.49,0.38
test,normal_clean,normal_058.mp4,1,0.0,1.0,1.78,2.2,0.25,1.7,1.85,0.15,0.96
test,normal_clean,normal_058.mp4,2,1.0,2.0,2.07,2.43,0.17,2.08,2.05,-0.03,0.92
test,normal_clean,normal_058.mp4,3,2.0,3.0,2.2,7.18,1.07,2.08,2.32,0.24,0.71
test,normal_clean,normal_058.mp4,4,3.0,4.0,2.11,2.41,0.2,2.1,2.11,0.0,0.38
test,normal_hard,normal_003.mp4,1,0.0,1.0,12.63,33.95,8.88,18.24,7.4,-10.85,0.62
test,normal_hard,normal_003.mp4,2,1.0,2.0,4.14,5.42,1.8,4.34,3.96,-0.38,0.28
test,normal_hard,normal_003.mp4,3,2.0,3.0,3.61,5.49,1.65,4.34,2.92,-1.42,0.0
test,normal_hard,normal_003.mp4,4,3.0,4.0,5.86,20.77,3.51,5.59,6.11,0.52,0.93
test,normal_hard,normal_016.mp4,1,0.0,1.0,12.87,34.99,6.62,17.82,8.26,-9.56,0.1
test,normal_hard,normal_016.mp4,2,1.0,2.0,8.53,11.2,3.68,8.34,8.7,0.36,0.59
test,normal_hard,normal_016.mp4,3,2.0,3.0,8.61,10.92,3.48,8.97,8.27,-0.7,0.07
test,normal_hard,normal_016.mp4,4,3.0,4.0,7.48,10.96,3.54,9.11,5.95,-3.16,0.07
test,normal_hard,normal_022.mp4,1,0.0,1.0,16.0,23.03,3.41,18.13,14.01,-4.11,0.34
test,normal_hard,normal_022.mp4,2,1.0,2.0,9.24,51.94,9.3,13.05,5.69,-7.36,0.17
test,normal_hard,normal_022.mp4,3,2.0,3.0,6.17,7.86,2.77,6.43,5.93,-0.5,0.48
test,normal_hard,normal_022.mp4,4,3.0,4.0,6.17,7.79,2.77,6.43,5.92,-0.51,0.83
test,normal_hard,normal_023.mp4,1,0.0,1.0,10.58,19.11,3.82,12.58,8.72,-3.86,0.0
test,normal_hard,normal_023.mp4,2,1.0,2.0,16.17,51.91,9.65,10.93,21.06,10.14,0.45
test,normal_hard,normal_023.mp4,3,2.0,3.0,20.64,26.97,2.92,22.02,19.35,-2.67,0.21
test,normal_hard,normal_023.mp4,4,3.0,4.0,8.19,44.01,6.96,9.09,7.36,-1.74,0.03
test,normal_hard,normal_025.mp4,1,0.0,1.0,11.0,42.13,8.2,11.7,10.34,-1.35,0.24
test,normal_hard,normal_025.mp4,2,1.0,2.0,5.21,37.29,6.44,6.9,3.63,-3.26,0.1
test,normal_hard,normal_025.mp4,3,2.0,3.0,4.66,6.16,2.14,4.14,5.15,1.01,0.52
test,normal_hard,normal_025.mp4,4,3.0,4.0,4.09,6.39,1.99,3.23,4.9,1.67,0.93
test,normal_hard,normal_028.mp4,1,0.0,1.0,17.06,22.83,2.87,17.37,16.77,-0.59,0.59
test,normal_hard,normal_028.mp4,2,1.0,2.0,11.25,51.73,9.28,15.99,6.82,-9.18,0.31
test,normal_hard,normal_028.mp4,3,2.0,3.0,7.68,12.49,3.84,6.99,8.32,1.33,0.97
test,normal_hard,normal_028.mp4,4,3.0,4.0,9.17,55.97,10.12,5.62,12.48,6.86,0.86
test,normal_hard,normal_036.mp4,1,0.0,1.0,6.46,9.36,0.98,6.04,6.85,0.81,0.72
test,normal_hard,normal_036.mp4,2,1.0,2.0,9.59,43.9,8.07,8.88,10.25,1.37,0.1
test,normal_hard,normal_036.mp4,3,2.0,3.0,6.99,12.69,3.7,8.56,5.53,-3.02,0.1
test,normal_hard,normal_036.mp4,4,3.0,4.0,13.08,69.54,12.14,11.24,14.8,3.56,0.97
test,normal_hard,normal_041.mp4,1,0.0,1.0,5.16,7.1,2.31,5.27,5.06,-0.21,0.07
test,normal_hard,normal_041.mp4,2,1.0,2.0,11.8,37.1,7.2,12.86,10.81,-2.06,0.86
test,normal_hard,normal_041.mp4,3,2.0,3.0,8.18,12.63,4.03,9.17,7.25,-1.92,0.97
test,normal_hard,normal_041.mp4,4,3.0,4.0,14.03,40.61,7.76,13.13,14.87,1.74,0.97
test,normal_hard,normal_050.mp4,1,0.0,1.0,21.98,45.08,11.82,23.04,20.98,-2.06,0.86
test,normal_hard,normal_050.mp4,2,1.0,2.0,6.98,10.04,3.26,5.85,8.03,2.18,0.97
test,normal_hard,normal_050.mp4,3,2.0,3.0,9.36,12.11,4.27,8.47,10.2,1.72,0.55
test,normal_hard,normal_050.mp4,4,3.0,4.0,12.18,42.6,7.34,10.35,13.89,3.54,0.83
test,normal_hard,normal_061.mp4,1,0.0,1.0,11.45,38.41,9.52,19.56,3.89,-15.67,0.41
test,normal_hard,normal_061.mp4,2,1.0,2.0,4.88,7.22,2.26,4.24,5.49,1.25,0.93
test,normal_hard,normal_061.mp4,3,2.0,3.0,4.7,6.7,2.21,5.03,4.39,-0.65,0.1
test,normal_hard,normal_061.mp4,4,3.0,4.0,21.67,181.31,34.43,21.28,22.03,0.75,0.1
test,normal_hard,normal_067.mp4,1,0.0,1.0,4.04,29.99,5.15,2.82,5.19,2.37,0.86
test,normal_hard,normal_067.mp4,2,1.0,2.0,5.53,7.58,2.4,5.48,5.57,0.09,0.17
test,normal_hard,normal_067.mp4,3,2.0,3.0,6.65,8.7,2.86,6.1,7.17,1.07,0.72
test,normal_hard,normal_067.mp4,4,3.0,4.0,13.66,50.96,9.37,7.24,19.65,12.41,0.59
test,normal_hard,normal_080.mp4,1,0.0,1.0,4.97,19.95,4.26,5.04,4.91,-0.13,0.97
test,normal_hard,normal_080.mp4,2,1.0,2.0,7.02,10.22,2.74,6.14,7.85,1.71,0.97
test,normal_hard,normal_080.mp4,3,2.0,3.0,10.97,15.31,4.4,10.1,11.79,1.68,0.69
test,normal_hard,normal_080.mp4,4,3.0,4.0,11.42,45.29,7.19,9.38,13.33,3.95,0.72
test,normal_hard,normal_082.mp4,1,0.0,1.0,14.21,20.84,5.16,13.66,14.72,1.05,0.07
test,normal_hard,normal_082.mp4,2,1.0,2.0,5.86,34.02,6.38,7.11,4.7,-2.41,0.07
test,normal_hard,normal_082.mp4,3,2.0,3.0,3.98,10.0,3.02,3.26,4.65,1.39,0.9
test,normal_hard,normal_082.mp4,4,3.0,4.0,6.81,24.68,5.44,6.03,7.54,1.51,0.9
test,normal_hard,normal_086.mp4,1,0.0,1.0,9.5,38.26,6.43,10.47,8.59,-1.88,0.69
test,normal_hard,normal_086.mp4,2,1.0,2.0,5.03,7.59,2.32,4.8,5.25,0.45,0.93
test,normal_hard,normal_086.mp4,3,2.0,3.0,7.79,9.94,3.52,8.07,7.53,-0.54,0.41
test,normal_hard,normal_086.mp4,4,3.0,4.0,8.26,11.45,3.76,8.22,8.3,0.08,0.9
